Account,User Name,Followers at Posting,Created,Type,Likes,Retweets,URL,Message,Screen Name,Link 1,Final Link 1,Link 2,Final Link 2,Score
Joachim B. Olsen,JoachimBOlsen,11987,2019-05-01 20:43:46 EET,Link,31,8,https://twitter.com/JoachimBOlsen/status/1123659292463304705,"RT @MartinCEPOS: Den tid er for længst forbi, hvor fagbevægelsen den 1. maj kæmper arbejdernes sag https://bit.ly/2DGFz5P #1maj",JoachimBOlsen,https://bit.ly/2DGFz5P,https://jyllands-posten.dk/debat/blogs/martinaagerup/ECE11353057/den-tid-er-for-laengst-forbi-hvor-fagbevaegelsen-den-1-maj-kaemper-arbejdernes-sag/,,,-1.6923076923076923
Joachim B. Olsen,JoachimBOlsen,11987,2019-05-01 09:06:42 EET,Tweet,5,0,https://twitter.com/JoachimBOlsen/status/1123483870685429761,"@LarsArneC @PabloBresciani @PaulaLarrain1 For det første er præmissen forkert. “Sejle i sin egen sø” er der mig bekendt ingen partier i blå blok, som abonnerer på. Det at jeg fik sat fokus på, at det skal kunne betale sig arbejde, er da en da en af de største værdipolitiske borgerlige sejr i mange årtier.",JoachimBOlsen,,,,,-27.2
Joachim B. Olsen,JoachimBOlsen,11980,2019-04-30 15:15:29 EET,Tweet,10,0,https://twitter.com/JoachimBOlsen/status/1123214287827292160,"@VictorEmilKrist @PSLynggaard @Haag_Jens Det er korrekt, at det skyldes afgifter. Crunchy peaunutbutter er underlagt chokoladeafgiftsloven. Det er smooth ikke. Det giver god mening, ikke? 🤪",JoachimBOlsen,,,,,-15.4
Joachim B. Olsen,JoachimBOlsen,11980,2019-04-30 11:12:57 EET,Tweet,20,0,https://twitter.com/JoachimBOlsen/status/1123153252890107905,"@frlass Det burde da bekymrer enhver. Der var jo en grund til at socisldemokratierne i Europa begyndte rykke til højre. Primært at de socialistiske økonomiske eksperimenter slog fejl. Hyperinflation, kæmpe statsgæld, fastfrosne arbejdsmarkeder, høj strukturel arbejdsløshed etc etc.",JoachimBOlsen,,,,,-7.9
Joachim B. Olsen,JoachimBOlsen,11980,2019-04-30 09:55:48 EET,Tweet,0,0,https://twitter.com/JoachimBOlsen/status/1123133839180742656,"@KaaeAnders Din præmis er, at der er noget i vejen med Ingers retorik. Det er jeg ikke enig i.",JoachimBOlsen,,,,,-316.0
Joachim B. Olsen,JoachimBOlsen,11970,2019-04-29 19:44:14 EET,Tweet,5,0,https://twitter.com/JoachimBOlsen/status/1122919536167198720,"@fabrinjorgen Korrekt. Men det er langtfra 500.000 med dobbelt statsborgerskab. Og skal man fratage en borger med dobbelt statsborgerskab det danske, så skal vedkommende have begået alvorlig kriminalitet. Men vi skal ikke til at fratage statsborgerskab på baggrund af etnicitet, vel?",JoachimBOlsen,,,,,-32.4
Joachim B. Olsen,JoachimBOlsen,11970,2019-04-29 19:11:56 EET,Tweet,12,0,https://twitter.com/JoachimBOlsen/status/1122911405911490561,"@KaaeAnders Nej, vi har ikke ansvar for, hvad andre siger.",JoachimBOlsen,,,,,-13.5
Joachim B. Olsen,JoachimBOlsen,11970,2019-04-29 13:31:25 EET,Link,259,12,https://twitter.com/JoachimBOlsen/status/1122825713994878977,"Det her er altså gakkelak. Selv hvis man ser bort fra det politiske, så kan det jo lige så lidt lade sig gøre at sende ikke-etniske statsborgere ud af Danmark, som etniske statsborgere. Hvor skal man sende en dansk statsborger hen? Det er helt på månen. https://twitter.com/dr2deadline/status/1122602823265525760",JoachimBOlsen,https://twitter.com/dr2deadline/status/1122602823265525760,https://twitter.com/dr2deadline/status/1122602823265525760,,,3.3048780487804876
Joachim B. Olsen,JoachimBOlsen,11970,2019-04-29 13:26:31 EET,Tweet,0,0,https://twitter.com/JoachimBOlsen/status/1122824478688514049,@brianthuesen @ForbudtTale @Kjeldmas30 Jeg fortolker kke. Jeg henviser blot til FMs svar.,JoachimBOlsen,,,,,-326.0
Joachim B. Olsen,JoachimBOlsen,11970,2019-04-29 12:35:49 EET,Photo,0,0,https://twitter.com/JoachimBOlsen/status/1122811718713925632,@brianthuesen @ForbudtTale @Kjeldmas30 Men sådan er det. https://t.co/aIerXdQDUc,JoachimBOlsen,https://t.co/aIerXdQDUc,https://twitter.com/JoachimBOlsen/status/1122811718713925632/photo/1,,,-152.0
Joachim B. Olsen,JoachimBOlsen,11960,2019-04-29 00:04:54 EET,Tweet,0,0,https://twitter.com/JoachimBOlsen/status/1122622746616315904,@BennyAndersen @SonnySandberg @RosenkrantzT Arbejdsgiverne har sagt kategorisk nej til at indgå aftale om lavere pensionsalder.,JoachimBOlsen,,,,,-328.0
Joachim B. Olsen,JoachimBOlsen,11960,2019-04-29 00:03:53 EET,Tweet,15,0,https://twitter.com/JoachimBOlsen/status/1122622488997974016,"@BennyAndersen @RosenkrantzT På hvilket tidspunkt i danmarkshistorien har tilbagetrækningen, efter jeres opfattelse, været mere værdig end nu?",JoachimBOlsen,,,,,-10.933333333333334
Joachim B. Olsen,JoachimBOlsen,11960,2019-04-28 23:58:46 EET,Photo,1,0,https://twitter.com/JoachimBOlsen/status/1122621200281350144,"@kim_durup @Kjeldmas30 Det er medregnet. FM skriver: For det andet skønnes de afgiftsforhøjelser, der spørges til, at indebære et samlet samfundsøkonomisk tab, også når der tages højde for, at et lavere forbrug medfører lavere helbredsmæssige omkostninger. https://t.co/UGGop5VTRL",JoachimBOlsen,https://t.co/UGGop5VTRL,https://twitter.com/JoachimBOlsen/status/1122621200281350144/photo/1,,,-77.0
Joachim B. Olsen,JoachimBOlsen,11960,2019-04-28 23:55:57 EET,Tweet,0,0,https://twitter.com/JoachimBOlsen/status/1122620491276144641,"@brianthuesen @Kjeldmas30 Jo, det gør de netop.",JoachimBOlsen,,,,,-328.0
